id,title,vote average,vote_count,status,release date,revenue,runtime,adult,budget,imdb_id,original_language,popularity,genres,spoken_languages,AddedDate
295693,The Boss Baby,6.451,6682,Released,23/03/2017,527965936,97,FALSE,125000000,tt3874544,en,14.391,"Animation, Comedy, Family",English,04/12/2024
150689,Cinderella,6.798,6679,Released,06/03/2015,543514353,105,FALSE,95000000,tt1661199,en,58.212,"Romance, Fantasy, Family, Drama",English,04/12/2024
385128,F9,7.139,6660,Released,19/05/2021,726229501,143,FALSE,200000000,tt5433138,en,48.986,"Action, Adventure, Crime","English, French, German, Spanish",04/12/2024
83542,Cloud Atlas,6.884,6657,Released,26/10/2012,130482868,172,FALSE,102000000,tt1371111,en,23.803,"Drama, Science Fiction",English,04/12/2024
20526,TRON: Legacy,6.459,6648,Released,14/12/2010,400062763,125,FALSE,170000000,tt1104001,en,45.665,"Adventure, Action, Science Fiction",English,04/12/2024
376867,Moonlight,7.392,6641,Released,21/10/2016,65046687,111,FALSE,4000000,tt4975722,en,16.748,Drama,English,04/12/2024
8363,Superbad,7.229,6620,Released,20/03/2007,170812526,113,FALSE,20000000,tt0829482,en,51.547,Comedy,English,04/12/2024
384018,Fast & Furious Presents: Hobbs & Shaw,6.867,6618,Released,01/08/2019,760098996,137,FALSE,200000000,tt6806448,en,70.691,"Action, Adventure, Comedy","English, Russian, Samoan",04/12/2024
49519,The Croods,6.913,6607,Released,15/03/2013,587204668,98,FALSE,135000000,tt0481499,en,38.079,"Animation, Adventure, Family, Fantasy, Comedy, Action",English,04/12/2024
96721,Rush,7.708,6598,Released,02/09/2013,90247624,123,FALSE,38000000,tt1979320,en,32.222,"Drama, Action","English, German, Italian, French",04/12/2024
331,Jurassic Park III,6.126,6592,Released,18/07/2001,368780809,92,FALSE,93000000,tt0163025,en,1.49,"Adventure, Action, Thriller, Science Fiction","English, Spanish",04/12/2024
158852,Tomorrowland,6.257,6591,Released,19/05/2015,209154322,130,FALSE,190000000,tt1964418,en,45.045,"Adventure, Family, Mystery, Science Fiction",English,04/12/2024
195589,Neighbors,6.178,6569,Released,08/05/2014,270665134,97,FALSE,18000000,tt2004420,en,17.158,Comedy,English,04/12/2024
8909,Wanted,6.508,6562,Released,19/06/2008,342463063,110,FALSE,75000000,tt0493464,en,29.371,"Action, Thriller, Crime",English,04/12/2024
324852,Despicable Me 3,6.451,6560,Released,15/06/2017,1031552585,90,FALSE,80000000,tt3469046,en,29.104,"Action, Animation, Comedy, Family, Adventure",English,04/12/2024
328387,Nerve,7.045,6555,Released,27/06/2016,85241496,96,FALSE,19000000,tt3531824,en,14.439,"Mystery, Adventure, Crime",English,04/12/2024
949,Heat,7.903,6552,Released,15/12/1995,187436818,170,FALSE,60000000,tt0113277,en,41.522,"Action, Crime, Drama","English, Spanish",04/12/2024
14574,The Boy in the Striped Pyjamas,7.849,6542,Released,07/05/2008,20416563,94,FALSE,12500000,tt0914798,en,45.822,"War, Drama, History",English,04/12/2024
427641,Rampage,6.451,6539,Released,11/04/2018,428028233,107,FALSE,120000000,tt2231461,en,109.045,"Action, Adventure, Science Fiction","English, Spanish",04/12/2024
7191,Cloverfield,6.672,6525,Released,15/01/2008,170764026,85,FALSE,25000000,tt1060277,en,29.625,"Action, Thriller, Science Fiction","Russian, English",04/12/2024
561,Constantine,7.063,6521,Released,08/02/2005,230884728,121,FALSE,100000000,tt0360486,en,48.185,"Fantasy, Action, Horror","English, Latin, Spanish, Tagalog",04/12/2024
9339,Click,6.3,6518,Released,23/06/2006,240685326,107,FALSE,82500000,tt0389860,en,34.068,"Comedy, Drama, Fantasy","English, Portuguese, Japanese",04/12/2024
616037,Thor: Love and Thunder,6.517,6510,Released,06/07/2022,760928081,119,FALSE,250000000,tt10648342,en,117.087,"Fantasy, Action, Comedy",English,04/12/2024
773,Little Miss Sunshine,7.677,6508,Released,26/07/2006,100523181,102,FALSE,8000000,tt0449059,en,16.375,"Comedy, Drama",English,04/12/2024
9693,Children of Men,7.605,6495,Released,22/09/2006,70595464,109,FALSE,76000000,tt0206634,en,28.409,"Drama, Action, Thriller, Science Fiction",English,04/12/2024
75780,Jack Reacher,6.607,6486,Released,20/12/2012,218340595,130,FALSE,60000000,tt0790724,en,44.484,"Crime, Drama, Thriller, Action",English,04/12/2024
37735,Easy A,6.811,6485,Released,16/09/2010,75026327,93,FALSE,8000000,tt1282140,en,26.846,Comedy,English,04/12/2024
492188,Marriage Story,7.753,6478,Released,28/09/2019,2300000,137,FALSE,18000000,tt7653254,en,16.594,Drama,English,04/12/2024
1734,The Mummy Returns,6.358,6475,Released,04/05/2001,443280904,130,FALSE,98000000,tt0209163,en,45.092,"Adventure, Action, Fantasy","English, Arabic",04/12/2024
65754,The Girl with the Dragon Tattoo,7.361,6475,Released,14/12/2011,232617430,158,FALSE,90000000,tt1568346,en,23.466,"Thriller, Crime, Mystery","English, French",04/12/2024
142,Brokeback Mountain,7.799,6426,Released,10/09/2005,178043761,134,FALSE,14000000,tt0388795,en,31.516,"Drama, Romance",English,04/12/2024
109424,Captain Phillips,7.552,6424,Released,10/10/2013,218791811,134,FALSE,55000000,tt1535109,en,24.668,"Action, Drama, Thriller","English, Somali",04/12/2024
296098,Bridge of Spies,7.222,6421,Released,15/10/2015,165478348,141,FALSE,40000000,tt3682448,en,15.627,"Thriller, Drama","Russian, English, German",04/12/2024
18360,Night at the Museum: Battle of the Smithsonian,6.1,6414,Released,20/05/2009,413106170,105,FALSE,150000000,tt1078912,en,27.683,"Adventure, Fantasy, Action, Comedy, Family",English,04/12/2024
310131,The Witch,6.927,6398,Released,27/01/2015,40423945,92,FALSE,3500000,tt4263482,en,33.875,"Drama, Fantasy, Horror, Mystery",English,04/12/2024
315162,Puss in Boots: The Last Wish,8.266,6394,Released,07/12/2022,482129780,103,FALSE,90000000,tt3915174,en,221.49,"Animation, Family, Fantasy, Adventure, Comedy, Action","English, Spanish",04/12/2024
