id,title,vote average,vote_count,status,release date,revenue,runtime,adult,budget,imdb_id,original_language,popularity,genres,spoken_languages,AddedDate
27205,Inception,8.364,34495,Released,15/07/2010,825532764,148,FALSE,160000000,tt1375666,en,83.952,"Action, Science Fiction, Adventure","English, French, Japanese, Swahili",06/12/2024
157336,Interstellar,8.417,32571,Released,05/11/2014,701729206,169,FALSE,165000000,tt0816692,en,140.241,"Adventure, Drama, Science Fiction",English,06/12/2024
155,The Dark Knight,8.512,30619,Released,16/07/2008,1004558444,152,FALSE,185000000,tt0468569,en,130.643,"Drama, Action, Crime, Thriller","English, Mandarin",06/12/2024
19995,Avatar,7.573,29815,Released,15/12/2009,2923706026,162,FALSE,237000000,tt0499549,en,79.932,"Action, Adventure, Fantasy, Science Fiction","English, Spanish",06/12/2024
24428,The Avengers,7.71,29166,Released,25/04/2012,1518815515,143,FALSE,220000000,tt0848228,en,98.082,"Science Fiction, Action, Adventure","English, Hindi, Russian",06/12/2024
293660,Deadpool,7.606,28894,Released,09/02/2016,783100000,108,FALSE,58000000,tt1431045,en,72.735,"Action, Adventure, Comedy",English,06/12/2024
299536,Avengers: Infinity War,8.255,27713,Released,25/04/2018,2052415039,149,FALSE,300000000,tt4154756,en,154.34,"Adventure, Action, Science Fiction","English, Xhosa",06/12/2024
550,Fight Club,8.438,27238,Released,15/10/1999,100853753,139,FALSE,63000000,tt0137523,en,69.498,Drama,English,06/12/2024
118340,Guardians of the Galaxy,7.906,26638,Released,30/07/2014,772776600,121,FALSE,170000000,tt2015381,en,33.255,"Action, Science Fiction, Adventure",English,06/12/2024
671,Harry Potter and the Philosopher's Stone,7.916,25379,Released,16/11/2001,976475550,152,FALSE,125000000,tt0241527,en,185.482,"Adventure, Fantasy",English,06/12/2024
1726,Iron Man,7.64,24874,Released,30/04/2008,585174222,126,FALSE,140000000,tt0371746,en,72.897,"Action, Science Fiction, Adventure","English, Persian, Urdu, Arabic",06/12/2024
68718,Django Unchained,8.171,24672,Released,25/12/2012,425368238,165,FALSE,100000000,tt1853728,en,54.224,"Drama, Western","English, French, German",06/12/2024
278,The Shawshank Redemption,8.702,24649,Released,23/09/1994,28341469,142,FALSE,25000000,tt0111161,en,122.61,"Drama, Crime",English,06/12/2024
299534,Avengers: Endgame,8.263,23857,Released,24/04/2019,2800000000,181,FALSE,356000000,tt4154796,en,91.756,"Adventure, Science Fiction, Action","English, Japanese, Xhosa",06/12/2024
603,The Matrix,8.206,23815,Released,30/03/1999,463517383,136,FALSE,63000000,tt0133093,en,78.564,"Action, Science Fiction",English,06/12/2024
597,Titanic,7.9,23637,Released,18/11/1997,2264162353,194,FALSE,200000000,tt0120338,en,102.348,"Drama, Romance","English, French, German, Swedish, Italian, Russian",06/12/2024
475557,Joker,8.168,23425,Released,01/10/2019,1074458282,122,FALSE,55000000,tt7286456,en,54.522,"Crime, Thriller, Drama",English,06/12/2024
120,The Lord of the Rings: The Fellowship of the Ring,8.402,23323,Released,18/12/2001,871368364,179,FALSE,93000000,tt0120737,en,87.037,"Adventure, Fantasy, Action",English,06/12/2024
16869,Inglourious Basterds,8.215,20746,Released,19/08/2009,321457747,153,FALSE,70000000,tt0361748,en,59.162,"Drama, Thriller, War","German, English, French, Italian",06/12/2024
70160,The Hunger Games,7.193,20636,Released,12/03/2012,694394724,142,FALSE,75000000,tt1392170,en,29.577,"Science Fiction, Adventure, Fantasy",English,06/12/2024
315635,Spider-Man: Homecoming,7.345,20507,Released,05/07/2017,880166924,133,FALSE,175000000,tt2250912,en,65.88,"Action, Adventure, Science Fiction, Drama",English,06/12/2024
672,Harry Potter and the Chamber of Secrets,7.721,20390,Released,13/11/2002,876688482,161,FALSE,100000000,tt0295297,en,121.699,"Adventure, Fantasy",English,06/12/2024
283995,Guardians of the Galaxy Vol. 2,7.624,20353,Released,19/04/2017,863756051,137,FALSE,200000000,tt3896198,en,67.553,"Science Fiction, Adventure, Action",English,06/12/2024
121,The Lord of the Rings: The Two Towers,8.385,20274,Released,18/12/2002,926287400,179,FALSE,79000000,tt0167261,en,78.73,"Adventure, Fantasy, Action",English,06/12/2024
1771,Captain America: The First Avenger,6.995,20269,Released,22/07/2011,370569774,124,FALSE,140000000,tt0458339,en,43.665,"Action, Adventure, Science Fiction","French, Norwegian, English",06/12/2024
297761,Suicide Squad,5.909,20097,Released,03/08/2016,746846894,123,FALSE,175000000,tt1386697,en,35.356,"Action, Adventure, Fantasy","English, Japanese, Spanish",06/12/2024
